"campaign","observer","site","transect","species","intercept_cm"
"2016","md","Mermaid Cove",5,"Porites massive",45
"2016","md","Mermaid Cove",5,"soft",5
"2016","md","Mermaid Cove",6,"Montipora caliculata",5
"2016","md","Mermaid Cove",6,"Pocillopora verrucosa",5
"2016","md","Mermaid Cove",6,"Goniastrea retiformis",5
"2016","jsm","Osprey",1,"soft",15
"2016","jsm","Osprey",1,"soft",45
"2016","jsm","Osprey",1,"soft",70
"2016","jsm","Osprey",2,"soft",20
"2016","jsm","Osprey",2,"soft",30
"2016","jsm","Osprey",2,"soft",20
"2016","jsm","Osprey",2,"soft",15
"2016","jsm","Osprey",2,"soft",300
"2016","jsm","Osprey",2,"Porites evermanni",20
"2016","jsm","Osprey",3,"Porites massive",10
"2016","jsm","Osprey",3,"soft",10
"2016","md","Osprey",4,"Porites massive",5
"2016","md","Osprey",4,"Psammocora digitata ",35
"2016","md","Osprey",4,"clam",5
"2016","md","Osprey",4,"clam",5
"2016","md","Osprey",4,"clam",5
"2016","md","Osprey",5,"Pocillopora damicornis",5
"2016","md","Osprey",5,"Porites massive",25
"2016","md","Osprey",5,"soft",5
"2016","md","Osprey",6,"Pocillopora damicornis",10
"2016","md","Osprey",6,"soft",5
"2016","md","Osprey",6,"soft",10
"2016","md","Osprey",6,"soft",15
"2016","jsm","Resort",1,"Porites rus",40
"2016","jsm","Resort",1,"Porites rus",10
"2016","jsm","Resort",1,"Porites rus",15
"2016","jsm","Resort",1,"Echinopora lamellosa",5
"2016","jsm","Resort",1,"Dipsastraea vietnamensis",15
"2016","jsm","Resort",1,"Porites massive",20
"2016","jsm","Resort",1,"Porites massive",15
"2016","jsm","Resort",1,"Porites massive",15
"2016","jsm","Resort",1,"Porites massive",10
"2016","jsm","Resort",1,"Porites massive",20
"2016","jsm","Resort",1,"Porites massive",10
"2016","jsm","Resort",1,"Porites massive",20
"2016","jsm","Resort",1,"Porites massive",10
"2016","jsm","Resort",1,"Porites massive",10
"2016","jsm","Resort",1,"Porites massive",10
"2016","jsm","Resort",1,"Galaxea fascicularis",10
"2016","jsm","Resort",1,"soft",5
"2016","jsm","Resort",1,"soft",5
"2016","jsm","Resort",1,"soft",15
"2016","jsm","Resort",1,"soft",20
"2016","jsm","Resort",1,"soft",15
"2016","jsm","Resort",1,"soft",20
"2016","jsm","Resort",1,"soft",35
"2016","jsm","Resort",1,"soft",10
"2016","jsm","Resort",2,"Porites rus",55
"2016","jsm","Resort",2,"Acropora tenuis",20
"2016","jsm","Resort",2,"Porites massive",15
"2016","jsm","Resort",2,"Porites massive",10
"2016","jsm","Resort",2,"Porites massive",20
"2016","jsm","Resort",2,"Porites massive",20
"2016","jsm","Resort",2,"Porites massive",100
"2016","jsm","Resort",2,"soft",15
"2016","jsm","Resort",2,"soft",10
"2016","jsm","Resort",2,"soft",15
"2016","jsm","Resort",2,"soft",20
"2016","jsm","Resort",2,"soft",40
"2016","jsm","Resort",2,"soft",20
"2016","jsm","Resort",2,"soft",30
"2016","jsm","Resort",2,"soft",10
"2016","jsm","Resort",2,"soft",10
"2016","jsm","Resort",2,"soft",10
"2016","jsm","Resort",2,"soft",5
"2016","jsm","Resort",2,"soft",20
"2016","jsm","Resort",2,"soft",10
"2016","jsm","Resort",2,"soft",10
"2016","jsm","Resort",2,"soft",65
"2016","jsm","Resort",3,"Montipora peltiformis",10
"2016","jsm","Resort",3,"Acropora selago",10
"2016","jsm","Resort",3,"Platygyra lamellina",5
"2016","jsm","Resort",3,"Porites massive",100
"2016","jsm","Resort",3,"Porites massive",20
"2016","jsm","Resort",3,"Porites massive",5
"2016","jsm","Resort",3,"Porites massive",20
"2016","jsm","Resort",3,"Porites massive",5
"2016","jsm","Resort",3,"Porites massive",80
"2016","jsm","Resort",3,"soft",15
"2016","jsm","Resort",3,"soft",10
"2016","jsm","Resort",3,"soft",5
"2016","jsm","Resort",3,"soft",5
"2016","jsm","Resort",3,"soft",10
"2016","jsm","Resort",3,"soft",20
"2016","jsm","Resort",3,"soft",40
"2016","jsm","Resort",3,"soft",60
"2016","jsm","Resort",3,"soft",40
"2016","jsm","Resort",3,"soft",50
"2016","jsm","Resort",3,"soft",35
"2016","jsm","Resort",3,"soft",10
"2016","jsm","Resort",3,"zooanthid",5
"2016","md","Resort",4,"Porites massive",50
"2016","md","Resort",4,"Goniopora tenuidens",10
"2016","md","Resort",4,"Porites rus",10
"2016","md","Resort",4,"soft",20
"2016","md","Resort",4,"soft",30
"2016","md","Resort",4,"soft",50
"2016","md","Resort",4,"soft",50
"2016","md","Resort",4,"soft",30
"2016","md","Resort",4,"soft",45
"2016","md","Resort",4,"soft",50
"2016","md","Resort",4,"soft",25
"2016","md","Resort",4,"soft",25
"2016","md","Resort",4,"soft",60
"2016","md","Resort",4,"clam",5
"2016","md","Resort",5,"Dipsastraea pallida",5
"2016","md","Resort",5,"Porites massive",80
"2016","md","Resort",5,"Porites massive",10
"2016","md","Resort",5,"soft",210
"2016","md","Resort",5,"soft",20
"2016","md","Resort",5,"soft",40
"2016","md","Resort",5,"soft",25
"2016","md","Resort",5,"soft",10
"2016","md","Resort",5,"soft",20
"2016","md","Resort",5,"soft",30
"2016","md","Resort",5,"soft",40
"2016","md","Resort",6,"Favites complanata",5
"2016","md","Resort",6,"Porites massive",15
"2016","md","Resort",6,"Porites massive",15
"2016","md","Resort",6,"Porites massive",25
"2016","md","Resort",6,"Porites massive",10
"2016","md","Resort",6,"soft",10
"2016","md","Resort",6,"soft",80
"2016","md","Resort",6,"soft",10
"2016","md","Resort",6,"soft",10
"2016","md","Resort",6,"soft",25
"2016","kz","South Island",1,"Pocillopora meandrina",8
"2016","kz","South Island",1,"soft",20
"2016","kz","South Island",1,"soft",3
"2016","kz","South Island",2,"Pocillopora eydouxi",4
"2016","kz","South Island",2,"Lobophyllia recta",2
"2016","kz","South Island",2,"Dipsastraea pallida",7
"2016","kz","South Island",2,"Platygyra daedalea",4
"2016","kz","South Island",2,"Porites massive",5
"2016","kz","South Island",2,"soft",30
"2016","kz","South Island",2,"soft",2
"2016","kz","South Island",3,"Pocillopora damicornis",6
"2016","kz","South Island",3,"soft",7
"2016","kz","South Island",4,"Pocillopora meandrina",1
"2016","kz","South Island",5,"Montipora turgescens",4
"2016","kz","South Island",5,"Pocillopora damicornis",4
"2016","kz","South Island",5,"Dipsastraea speciosa",13
"2016","kz","South Island",5,"soft",40
"2016","kz","South Island",6,"Pocillopora meandrina",17
"2016","kz","South Island",6,"Pocillopora meandrina",19
"2016","kz","Southeast",1,"Hydnophora microconos",4
"2016","kz","Southeast",2,"soft",12
"2016","kz","Southeast",3,"Dipsastraea pallida",5
"2016","kz","Southeast",3,"Favites complanata",7
"2016","kz","Southeast",3,"Goniastrea edwardsi",3
"2016","kz","Southeast",3,"Favites magnistellata",3
"2016","kz","Southeast",3,"Montipora caliculata",10
"2016","kz","Southeast",3,"Porites massive",7
"2016","kz","Southeast",3,"Leptoria phrygia",4
"2016","kz","Southeast",3,"soft",2
"2016","kz","Southeast",4,"coral",0
"2016","kz","Southeast",5,"coral",0
"2016","kz","Southeast",6,"coral",0
"2016","jsm","Trimodal",1,"Favites halicora",5
"2016","jsm","Trimodal",2,"Pocillopora damicornis",5
"2016","jsm","Trimodal",2,"soft",5
"2016","jsm","Trimodal",2,"soft",15
"2016","jsm","Trimodal",3,"Goniastrea retiformis",5
"2016","jsm","Trimodal",3,"Goniastrea edwardsi",10
"2016","jsm","Trimodal",3,"Favites colemani",10
"2016","jsm","Trimodal",3,"Favites valenciennesi",5
"2016","jsm","Trimodal",3,"Favites valenciennesi",5
"2016","jsm","Trimodal",3,"Porites massive",5
"2016","jsm","Trimodal",3,"Porites massive",10
"2016","jsm","Trimodal",3,"Millepora",20
"2016","jsm","Trimodal",3,"Cyphastrea microphthalma",5
"2016","jsm","Trimodal",4,"Pocillopora damicornis",5
"2016","jsm","Trimodal",4,"Lobophyllia recta",5
"2016","jsm","Trimodal",4,"Goniastrea edwardsi",5
"2016","jsm","Trimodal",4,"Goniastrea edwardsi",5
"2016","jsm","Trimodal",4,"Acanthastrea echinata",5
"2016","jsm","Trimodal",4,"Psammocora profundacella",5
"2016","jsm","Trimodal",4,"soft",5
"2016","jsm","Trimodal",5,"Favites pentagona",10
"2016","jsm","Trimodal",5,"Astreopora listeri",5
"2016","jsm","Trimodal",5,"Porites massive",10
"2016","jsm","Trimodal",5,"soft",10
"2016","jsm","Trimodal",5,"soft",5
"2016","jsm","Trimodal",5,"soft",15
"2016","jsm","Trimodal",6,"Acropora recruit",5
"2016","jsm","Trimodal",6,"Pocillopora eydouxi",20
"2016","jsm","Trimodal",6,"Pocillopora damicornis",5
"2016","jsm","Trimodal",6,"Porites massive",5
"2016","jsm","Trimodal",7,"Favites abdita",5
"2016","jsm","Trimodal",7,"Favites pentagona",5
"2016","jsm","Trimodal",7,"soft",10
"2016","md","Turtle Beach",1,"Montipora hispida",260
"2016","md","Turtle Beach",1,"Montipora hispida",120
"2016","md","Turtle Beach",1,"Favites complanata",30
"2016","md","Turtle Beach",2,"Montipora hispida",100
"2016","md","Turtle Beach",2,"Montipora hispida",30
"2016","md","Turtle Beach",2,"Montipora hispida",40
"2016","md","Turtle Beach",2,"Montipora hispida",55
"2016","md","Turtle Beach",2,"Montipora hispida",25
"2016","md","Turtle Beach",2,"Montipora grisea",10
"2016","md","Turtle Beach",2,"Montipora grisea",20
"2016","md","Turtle Beach",2,"Montipora tuberculosa",20
"2016","md","Turtle Beach",2,"Pocillopora damicornis",20
"2016","md","Turtle Beach",2,"Pocillopora damicornis",25
"2016","md","Turtle Beach",2,"Coeloseris mayeri",10
"2016","md","Turtle Beach",2,"Coeloseris mayeri",5
"2016","md","Turtle Beach",2,"Coeloseris mayeri",5
"2016","md","Turtle Beach",2,"Coeloseris mayeri",5
"2016","md","Turtle Beach",2,"Leptastrea pruinosa",15
"2016","md","Turtle Beach",2,"clam",5
"2016","md","Turtle Beach",3,"Montipora grisea",10
"2016","md","Turtle Beach",3,"Montipora grisea",40
"2016","md","Turtle Beach",3,"Montipora grisea",45
"2016","md","Turtle Beach",3,"Montipora hispida",330
"2016","md","Turtle Beach",3,"Favites complanata",5
"2016","md","Turtle Beach",3,"Porites massive",10
"2016","md","Turtle Beach",3,"Coeloseris mayeri",20
"2016","md","Turtle Beach",3,"Cyphastrea microphthalma",5
"2016","md","Turtle Beach",4,"Montipora venosa",10
"2016","md","Turtle Beach",4,"Porites massive",5
"2016","md","Turtle Beach",4,"Porites massive",20
"2016","md","Turtle Beach",4,"Coeloseris mayeri",25
"2016","md","Turtle Beach",4,"Coeloseris mayeri",20
"2016","md","Turtle Beach",4,"Merulina ampliata",5
"2016","md","Turtle Beach",4,"soft",30
"2016","md","Turtle Beach",4,"soft",20
"2016","md","Turtle Beach",4,"soft",25
"2016","md","Turtle Beach",4,"soft",35
"2016","md","Turtle Beach",4,"soft",20
"2016","md","Turtle Beach",4,"soft",35
"2016","md","Turtle Beach",4,"soft",15
"2016","md","Turtle Beach",5,"Montipora grisea",25
"2016","md","Turtle Beach",5,"Montipora grisea",10
"2016","md","Turtle Beach",5,"Montipora grisea",45
"2016","md","Turtle Beach",5,"Montipora hispida",20
"2016","md","Turtle Beach",5,"Montipora hispida",20
"2016","md","Turtle Beach",5,"Montipora hispida",30
"2016","md","Turtle Beach",5,"Montipora hispida",5
"2016","md","Turtle Beach",5,"Dipsastraea lizardensis",45
"2016","md","Turtle Beach",5,"Pavona venosa",50
"2016","md","Turtle Beach",5,"Pavona venosa",10
"2016","md","Turtle Beach",5,"Coeloseris mayeri",5
"2016","md","Turtle Beach",6,"Montipora hispida",10
"2016","md","Turtle Beach",6,"Montipora hispida",5
"2016","md","Turtle Beach",6,"Montipora hispida",10
"2016","md","Turtle Beach",6,"Montipora grisea",20
"2016","md","Turtle Beach",6,"Pocillopora damicornis",10
"2016","md","Turtle Beach",6,"Platygyra sinensis",10
"2016","md","Turtle Beach",6,"Porites massive",10
"2016","md","Turtle Beach",6,"Pavona venosa",15
"2016","md","Turtle Beach",6,"Pavona venosa",30
"2016","md","Turtle Beach",6,"Leptoria phrygia",10
"2016","md","Turtle Beach",6,"Coeloseris mayeri",5
"2016","md","Turtle Beach",6,"Coeloseris mayeri",20
"2016","md","Turtle Beach",6,"Coeloseris mayeri",20
"2016","md","Turtle Beach",6,"Coeloseris mayeri",20
"2016","md","Turtle Beach",6,"Coeloseris mayeri",10
"2016","md","Turtle Beach",6,"Coeloseris mayeri",20
"2016","jsm","Vickies",1,"Porites massive",15
"2016","jsm","Vickies",1,"Porites massive",15
"2016","jsm","Vickies",1,"soft",10
"2016","jsm","Vickies",1,"soft",20
"2016","jsm","Vickies",1,"soft",10
"2016","jsm","Vickies",1,"soft",35
"2016","jsm","Vickies",1,"zooanthid",10
"2016","jsm","Vickies",2,"Pocillopora damicornis",15
"2016","jsm","Vickies",2,"Lobophyllia radians",15
"2016","jsm","Vickies",2,"Porites massive",10
"2016","jsm","Vickies",2,"soft",10
"2016","jsm","Vickies",2,"soft",5
"2016","jsm","Vickies",2,"soft",10
"2016","jsm","Vickies",3,"soft",25
"2016","jsm","Vickies",3,"Galaxea fascicularis",20
"2016","jsm","Vickies",3,"Galaxea fascicularis",10
"2016","jsm","Vickies",3,"Goniastrea pectinata",15
"2016","jsm","Vickies",3,"Leptastrea transversa",10
"2016","jsm","Vickies",3,"Turbinaria stellulata",10
"2016","jsm","Vickies",3,"Leptoria phrygia",10
"2016","jsm","Vickies",3,"Porites massive",5
"2016","jsm","Vickies",3,"Porites massive",10
"2016","jsm","Vickies",3,"Porites massive",15
"2016","jsm","Vickies",3,"soft",15
"2016","jsm","Vickies",3,"soft",5
"2016","jsm","Vickies",3,"soft",5
"2016","jsm","Vickies",3,"soft",5
"2016","jsm","Vickies",3,"soft",5
"2016","jsm","Vickies",3,"soft",20
"2016","jsm","Vickies",3,"soft",15
"2016","jsm","Vickies",3,"soft",15
"2016","jsm","Vickies",3,"soft",5
"2016","jsm","Vickies",3,"soft",10
"2016","md","Vickies",4,"Acropora florida",10
"2016","md","Vickies",4,"Favites complanata",15
"2016","md","Vickies",4,"Porites massive",15
"2016","md","Vickies",4,"Porites massive",10
"2016","md","Vickies",4,"Porites massive",10
"2016","md","Vickies",4,"Galaxea fascicularis",10
"2016","md","Vickies",4,"soft",15
"2016","md","Vickies",4,"soft",15
"2016","md","Vickies",4,"soft",20
"2016","md","Vickies",4,"soft",5
"2016","md","Vickies",4,"soft",20
"2016","md","Vickies",5,"Montipora tuberculosa",15
"2016","md","Vickies",5,"Diploastrea heliopora",25
"2016","md","Vickies",5,"Porites massive",20
"2016","md","Vickies",5,"Porites massive",15
"2016","md","Vickies",5,"Porites massive",10
"2016","md","Vickies",5,"Astreopora myriophthalma",10
"2016","md","Vickies",5,"soft",30
"2016","md","Vickies",5,"soft",10
"2016","md","Vickies",5,"soft",15
"2016","md","Vickies",5,"soft",5
"2016","md","Vickies",5,"soft",10
"2016","md","Vickies",5,"clam",40
"2016","md","Vickies",6,"Montipora crassituberculata",25
"2016","md","Vickies",6,"Coeloseris mayeri",10
"2016","md","Vickies",6,"Galaxea fascicularis",5
"2016","md","Vickies",6,"soft",30
"2016","md","Vickies",6,"soft",30
"2016","md","Vickies",6,"soft",5
"2016","md","Vickies",6,"soft",20
"2016","md","Vickies",6,"soft",60
"2016","md","Vickies",6,"soft",25
"2016","jsm","Washing Machine",1,"Favites complanata",10
"2016","jsm","Washing Machine",1,"Porites massive",10
"2016","jsm","Washing Machine",2,"Montipora efflorescens",10
"2016","jsm","Washing Machine",2,"Montipora millepora",10
"2016","jsm","Washing Machine",2,"Montipora mollis",5
"2016","jsm","Washing Machine",2,"Montipora millepora",10
"2016","jsm","Washing Machine",2,"Lobophyllia recta",10
"2016","jsm","Washing Machine",2,"Goniastrea retiformis",10
"2016","jsm","Washing Machine",2,"Cyphastrea serailia",10
"2016","jsm","Washing Machine",2,"Porites massive",5
"2016","jsm","Washing Machine",2,"Porites massive",10
"2016","jsm","Washing Machine",2,"Porites massive",10
"2016","jsm","Washing Machine",2,"Porites massive",5
"2016","jsm","Washing Machine",2,"Porites massive",5
"2016","jsm","Washing Machine",3,"Pocillopora damicornis",15
"2016","jsm","Washing Machine",3,"Lobophyllia recta",5
"2016","jsm","Washing Machine",3,"Goniastrea retiformis",15
"2016","jsm","Washing Machine",3,"Platygyra lamellina",25
"2016","jsm","Washing Machine",3,"Goniastrea retiformis",15
"2016","jsm","Washing Machine",3,"Goniastrea retiformis",10
"2016","jsm","Washing Machine",3,"Goniastrea retiformis",5
"2016","jsm","Washing Machine",3,"Porites massive",10
"2016","jsm","Washing Machine",3,"Porites massive",10
"2016","jsm","Washing Machine",3,"Porites massive",5
"2016","jsm","Washing Machine",3,"zooanthid",10
"2016","jsm","Washing Machine",3,"zooanthid",15
"2016","md","Washing Machine",4,"Platygyra daedalea",5
"2016","md","Washing Machine",4,"Porites massive",5
"2016","md","Washing Machine",5,"Pocillopora verrucosa",25
"2016","md","Washing Machine",5,"Goniastrea edwardsi",5
"2016","md","Washing Machine",5,"Goniastrea retiformis",5
"2016","md","Washing Machine",5,"Porites massive",5
"2016","md","Washing Machine",5,"Porites massive",5
"2016","md","Washing Machine",6,"Goniastrea retiformis",5
"2016","md","Washing Machine",6,"Goniastrea retiformis",10
"2016","md","Washing Machine",6,"Porites massive",5
"2016","md","Washing Machine",6,"Porites massive",5
"2017","md","Cooks Path",1,"Goniastrea retiformis",30
"2017","md","Cooks Path",1,"Goniastrea retiformis",25
"2017","md","Cooks Path",1,"Pavona venosa",30
"2017","md","Cooks Path",1,"Porites massive",15
"2017","md","Cooks Path",1,"soft",15
"2017","md","Cooks Path",2,"Goniastrea retiformis",5
"2017","md","Cooks Path",2,"Platygyra pini",15
"2017","md","Cooks Path",2,"Porites massive",10
"2017","md","Cooks Path",2,"Porites massive",35
"2017","md","Cooks Path",2,"Porites massive",10
"2017","md","Cooks Path",2,"soft",25
"2017","md","Cooks Path",2,"soft",30
"2017","md","Cooks Path",2,"soft",40
"2017","md","Cooks Path",2,"soft",25
"2017","md","Cooks Path",2,"soft",25
"2017","md","Cooks Path",2,"soft",50
"2017","md","Cooks Path",2,"soft",30
"2017","md","Cooks Path",2,"soft",20
"2017","md","Cooks Path",2,"soft",5
"2017","md","Cooks Path",2,"Lobophyllia recta",5
"2017","md","Cooks Path",3,"Pavona varians",10
"2017","md","Cooks Path",3,"Porites massive",35
"2017","md","Cooks Path",3,"Porites massive",5
"2017","md","Cooks Path",3,"Porites massive",5
"2017","md","Cooks Path",3,"Porites massive",10
"2017","ahb","Corner Beach",1,"Diploastrea heliopora",65
"2017","ahb","Corner Beach",1,"soft",21
"2017","ahb","Corner Beach",1,"soft",230
"2017","ahb","Corner Beach",2,"soft",51
"2017","ahb","Corner Beach",2,"soft",120
"2017","ahb","Corner Beach",2,"soft",35
"2017","ahb","Corner Beach",2,"soft",22
"2017","ahb","Corner Beach",3,"Lobophyllia hemprichii",78
"2017","ahb","Corner Beach",3,"Porites lutea",10
"2017","ahb","Corner Beach",3,"soft",42
"2017","ahb","Corner Beach",3,"soft",17
"2017","ahb","Corner Beach",3,"soft",62
"2017","ahb","Corner Beach",3,"soft",24
"2017","ahb","Corner Beach",3,"soft",5
"2017","ahb","Corner Beach",3,"soft",15
"2017","ahb","Corner Beach",3,"soft",20
"2017","ahb","Corner Beach",4,"soft",5
"2017","ahb","Corner Beach",5,"soft",41
"2017","ahb","Corner Beach",5,"soft",30
"2017","ahb","Corner Beach",5,"Porites lutea",11
"2017","ahb","Corner Beach",5,"Goniastrea favulus",5
"2017","ahb","Corner Beach",5,"Dipsastraea pallida",3
"2017","ahb","Corner Beach",6,"soft",10
"2017","ahb","Corner Beach",6,"soft",13
"2017","ahb","Corner Beach",6,"soft",30
"2017","ahb","Corner Beach",6,"soft",14
"2017","ahb","Corner Beach",6,"soft",10
"2017","ahb","Corner Beach",6,"soft",85
"2017","ahb","Corner Beach",6,"Porites lutea",12
"2017","ahb","Corner Beach",6,"Porites lutea",14
"2017","ahb","Corner Beach",6,"Coeloseris mayeri",12
"2017","ahb","Easter Point",1,"coral",0
"2017","ahb","Easter Point",2,"coral",0
"2017","ahb","Easter Point",3,"Hydnophora microconos",12
"2017","ahb","Easter Point",3,"soft",42
"2017","ahb","Easter Point",3,"soft",6
"2017","ahb","Easter Point",3,"soft",5
"2017","ahb","Easter Point",3,"Pocillopora meandrina",17
"2017","ahb","Easter Point",4,"Pocillopora verrucosa",15
"2017","ahb","Easter Point",4,"Pocillopora meandrina",17
"2017","ahb","Easter Point",5,"Pocillopora eydouxi",8
"2017","ahb","Easter Point",6,"Favites pentagona",3
"2017","ahb","Easter Point",6,"Pocillopora damicornis",9
"2017","ahb","Gnarly Tree",1,"Leptoria phrygia",7
"2017","ahb","Gnarly Tree",1,"Cyphastrea microphthalma",8
"2017","ahb","Gnarly Tree",1,"Montipora millepora",6
"2017","ahb","Gnarly Tree",1,"Dipsastraea pallida",13
"2017","ahb","Gnarly Tree",1,"Porites lobata",5
"2017","ahb","Gnarly Tree",1,"Lobophyllia recta",13
"2017","ahb","Gnarly Tree",2,"Favites flexuosa",13
"2017","ahb","Gnarly Tree",2,"Seriatopora hystrix",3
"2017","ahb","Gnarly Tree",3,"Dipsastraea pallida",8
"2017","ahb","Gnarly Tree",3,"Porites lobata",3
"2017","ahb","Gnarly Tree",3,"Goniastrea retiformis",7
"2017","ahb","Gnarly Tree",3,"Favities magnistellata",6
"2017","ahb","Gnarly Tree",4,"Cyphastrea microphthalma",5
"2017","ahb","Gnarly Tree",4,"Porites lobata",3
"2017","ahb","Gnarly Tree",4,"Porites lobata",3
"2017","ahb","Gnarly Tree",4,"Favites pentagona",7
"2017","ahb","Gnarly Tree",4,"Goniastrea retiformis",5
"2017","ahb","Gnarly Tree",4,"Goniastrea retiformis",8
"2017","ahb","Gnarly Tree",4,"Leptastrea inaequalis",6
"2017","ahb","Gnarly Tree",5,"Favites halicora",6
"2017","ahb","Gnarly Tree",5,"Montipora millepora",3
"2017","ahb","Gnarly Tree",5,"Hydnophora microconos",9
"2017","ahb","Gnarly Tree",5,"Platygyra yaeyamaensis",2
"2017","ahb","Gnarly Tree",5,"Goniopora lobata",4
"2017","ahb","Gnarly Tree",6,"Goniopora lobata",4
"2017","ahb","Gnarly Tree",6,"Leptoria phrygia",9
"2017","ahb","Horseshoe",1,"Diploastrea heliopora",55
"2017","ahb","Horseshoe",1,"Diploastrea heliopora",35
"2017","ahb","Horseshoe",1,"Porites lutea",40
"2017","ahb","Horseshoe",1,"soft",21
"2017","ahb","Horseshoe",1,"soft",17
"2017","ahb","Horseshoe",1,"soft",10
"2017","ahb","Horseshoe",1,"soft",8
"2017","ahb","Horseshoe",2,"Porites lutea",28
"2017","ahb","Horseshoe",2,"Porites lutea",6
"2017","ahb","Horseshoe",2,"Porites lutea",11
"2017","ahb","Horseshoe",2,"soft",4
"2017","ahb","Horseshoe",3,"Porites lutea",17
"2017","ahb","Horseshoe",3,"Porites lutea",25
"2017","ahb","Horseshoe",3,"soft",25
"2017","ahb","Horseshoe",3,"soft",15
"2017","ahb","Horseshoe",3,"soft",18
"2017","ahb","Horseshoe",3,"soft",8
"2017","ahb","Horseshoe",3,"Lobophyllia recta",19
"2017","ahb","Horseshoe",3,"Dipsastraea pallida",6
"2017","ahb","Horseshoe",3,"Pavona explanulata",11
"2017","ahb","Horseshoe",4,"Diploastrea heliopora",36
"2017","ahb","Horseshoe",4,"Diploastrea heliopora",42
"2017","ahb","Horseshoe",4,"Diploastrea heliopora",22
"2017","ahb","Horseshoe",4,"Porites lutea",30
"2017","ahb","Horseshoe",4,"Porites lutea",49
"2017","ahb","Horseshoe",4,"Cyphastrea serailia",5
"2017","ahb","Horseshoe",5,"Porites lutea",12
"2017","ahb","Horseshoe",5,"Porites lutea",10
"2017","ahb","Horseshoe",5,"Porites lutea",11
"2017","ahb","Horseshoe",5,"Porites lutea",26
"2017","ahb","Horseshoe",5,"Porites lutea",42
"2017","ahb","Horseshoe",5,"Porites lutea",8
"2017","ahb","Horseshoe",5,"soft",8
"2017","ahb","Horseshoe",5,"soft",14
"2017","ahb","Horseshoe",5,"soft",36
"2017","ahb","Horseshoe",5,"Pocillopora damicornis",6
"2017","ahb","Horseshoe",6,"Porites lutea",41
"2017","ahb","Horseshoe",6,"Porites lutea",6
"2017","ahb","Horseshoe",6,"Montipora efflorescens",18
"2017","ahb","Horseshoe",6,"soft",22
"2017","ahb","Horseshoe",6,"soft",8
"2017","ahb","Horseshoe",6,"soft",4
"2017","md","Horseshoe",7,"Goniastrea retiformis",15
"2017","md","Horseshoe",7,"soft",10
"2017","md","Horseshoe",7,"soft",10
"2017","md","Horseshoe",7,"soft",10
"2017","md","Horseshoe",7,"soft",20
"2017","md","Horseshoe",7,"soft",20
"2017","md","Horseshoe",8,"Diploastrea heliopora",15
"2017","md","Horseshoe",8,"Porites massive",70
"2017","md","Horseshoe",8,"soft",60
"2017","md","Horseshoe",8,"soft",110
"2017","md","Horseshoe",8,"soft",5
"2017","md","Horseshoe",8,"soft",10
"2017","md","Horseshoe",8,"Stylophora pistillata",10
"2017","ahb","Lagoon 1",1,"Platygyra daedalea",9
"2017","ahb","Lagoon 1",1,"Psammocora digitata",19
"2017","ahb","Lagoon 1",1,"Dipsastraea matthai",4
"2017","ahb","Lagoon 1",1,"Goniastrea retiformis",24
"2017","ahb","Lagoon 1",1,"Goniastrea retiformis",32
"2017","ahb","Lagoon 1",1,"Goniastrea retiformis",5
"2017","ahb","Lagoon 1",1,"Goniopora lobata",25
"2017","ahb","Lagoon 1",1,"Goniopora lobata",9
"2017","ahb","Lagoon 1",1,"Porites rus",4
"2017","ahb","Lagoon 1",1,"Porites rus",4
"2017","ahb","Lagoon 1",1,"Porites lutea",11
"2017","ahb","Lagoon 1",1,"Porites lutea",6
"2017","ahb","Lagoon 1",1,"Fungia repanda",8
"2017","ahb","Lagoon 1",1,"Pavona varians",6
"2017","ahb","Lagoon 1",1,"Pavona varians",8
"2017","ahb","Lagoon 1",1,"Pavona varians",4
"2017","ahb","Lagoon 1",1,"Psammocora contigua",5
"2017","ahb","Lagoon 1",1,"Psammocora contigua",4
"2017","ahb","Lagoon 1",1,"Favites halicora",5
"2017","ahb","Lagoon 1",2,"Platygyra lamellina",12
"2017","ahb","Lagoon 1",2,"Porites cylindrica",7
"2017","ahb","Lagoon 1",2,"Goniastrea retiformis",11
"2017","ahb","Lagoon 1",2,"Goniastrea retiformis",15
"2017","ahb","Lagoon 1",2,"Goniopora lobata",10
"2017","ahb","Lagoon 1",2,"Goniopora lobata",22
"2017","ahb","Lagoon 1",2,"Porites rus",16
"2017","ahb","Lagoon 1",2,"Porites rus",21
"2017","ahb","Lagoon 1",2,"Pavona varians",8
"2017","ahb","Lagoon 1",2,"Pavona varians",11
"2017","ahb","Lagoon 1",2,"Psammocora contigua",11
"2017","ahb","Lagoon 1",2,"Lobophyllia hemprichii",6
"2017","ahb","Lagoon 1",2,"soft",11
"2017","ahb","Lagoon 1",2,"soft",14
"2017","ahb","Lagoon 1",3,"Merulina ampliata",5
"2017","ahb","Lagoon 1",3,"Ctenactis echinata",12
"2017","ahb","Lagoon 1",3,"Echinopora gemmacae",35
"2017","ahb","Lagoon 1",3,"Porites rus",4
"2017","ahb","Lagoon 1",3,"Porites lutea",7
"2017","ahb","Lagoon 1",3,"Pavona varians",8
"2017","ahb","Lagoon 1",3,"Psammocora contigua",17
"2017","ahb","Lagoon 1",3,"Psammocora contigua",8
"2017","ahb","Lagoon 1",3,"Psammocora contigua",2
"2017","ahb","Lagoon 1",3,"Psammocora contigua",24
